Freq [GHz],S12 Mag,S13 Mag,S14 Mag,S23 Mag,S24 Mag,S34 Mag,S12 Phase,S13 Phase,S14 Phase,S23 Phase,S24 Phase,S34 Phase,S11 Mag,S22 Mag,S33 Mag,S44 Mag,S11 Phase,S22 Phase,S33 Phase,S44 Phase,,Size
1.022,-26.46024528,-30.92582534,-23.81360186,-31.58177857,-33.95427625,-38.08099216,125.2681616,-33.02771772,143.5496227,176.0572624,124.185972,-103.8101507,-1.260377638,-1.083914161,-2.237708271,-0.736250969,-33.75152715,-44.65244908,-38.30480392,-36.90367209,,20
1.0278,-25.9514845,-32.31572964,-24.18723013,-30.86463017,-34.49239875,-39.57934515,117.5717944,-40.86708779,138.2149456,171.1690566,108.9190615,-102.9637515,-1.221384585,-1.108553203,-2.151222198,-0.740325906,-33.31933837,-45.65341362,-38.68872026,-37.36451266,,20
1.0336,-25.40197556,-33.94810881,-24.51753763,-29.7935887,-35.10660125,-40.62072162,108.9698154,-47.64029022,133.5532213,166.075936,97.98214743,-96.81603917,-1.16131462,-1.123133586,-2.065072523,-0.722314849,-33.13255909,-46.42520933,-39.01430973,-37.62715272,,20
1.0394,-24.72482022,-35.67946447,-24.74397077,-28.83789237,-35.09153766,-41.3285742,100.7100679,-52.15892651,127.5273304,157.6438356,86.47287693,-94.56466244,-1.100020129,-1.162856008,-1.987429325,-0.717009112,-33.43858902,-47.31400975,-39.61356424,-37.95774739,,20
1.0452,-24.00054561,-37.35088862,-24.94736974,-27.79471515,-34.52538271,-42.33285893,90.61775738,-58.41488618,120.9520991,148.3194846,74.11402627,-88.02956335,-1.030478115,-1.188920586,-1.895319384,-0.711081416,-33.74044123,-48.18334043,-40.15151521,-38.44521513,,20
1.051,-23.28622678,-40.21889968,-25.35275384,-27.06139384,-34.05593468,-43.10991361,80.21802125,-67.46003793,113.2037329,136.4685101,60.08634838,-79.30906488,-0.969969384,-1.218703495,-1.822862894,-0.707387293,-34.38109541,-48.79851732,-40.58798489,-38.71894753,,20
1.0568,-22.59543752,-43.4856123,-25.98903419,-26.63072948,-33.52618298,-43.43545529,68.25100912,-67.35671277,105.5198268,123.7704677,46.44064454,-66.88374555,-0.959536596,-1.263905931,-1.771263342,-0.73727486,-34.99377014,-49.75919926,-41.36951729,-39.35811126,,20
1.0626,-22.00813782,-47.22724123,-26.83092125,-26.69882858,-32.90617129,-42.3664175,55.08006264,-80.75316946,98.56487715,112.8008683,32.84827471,-56.89484178,-0.94508277,-1.262179532,-1.715726351,-0.728039506,-35.81786871,-50.24430767,-41.85325249,-39.58287659,,20
1.0684,-21.65208156,-54.64353009,-27.91616677,-26.67201574,-32.45636121,-41.61675795,40.50163807,-127.1055534,92.52154748,104.7672331,20.3167419,-55.17093887,-0.960312168,-1.295406456,-1.714081497,-0.755715609,-36.57311639,-51.00456265,-42.51952312,-40.0711169,,20
1.0742,-21.61727542,-49.09598176,-29.26148689,-26.33134704,-32.0824735,-41.0861248,25.20453104,134.0635273,89.01856427,96.21513272,8.558857794,-49.47296586,-1.00207793,-1.323516521,-1.699800458,-0.777303297,-37.10442207,-51.40290042,-42.74585813,-40.60901621,,20
1.08,-21.97672238,-42.87848784,-30.46982119,-26.13212904,-31.51980469,-39.86617012,9.953154193,113.5385374,90.44329617,85.83757114,-1.720414848,-43.67999615,-1.048127004,-1.351939992,-1.679759,-0.807178231,-37.85740243,-51.62234578,-42.68028744,-40.64200922,,20
1.0858,-22.62614723,-38.5166332,-31.10504588,-26.20803508,-31.26781557,-38.69452264,-4.398629666,100.8673262,93.60619561,76.7179106,-13.20809875,-45.03987694,-1.0976439,-1.377715375,-1.636338444,-0.815407374,-38.23314764,-51.92698268,-42.98531346,-41.14599167,,20
1.0916,-23.57716876,-35.71320175,-31.20441298,-26.23654592,-31.36346799,-37.82376952,-17.91173644,90.10251418,96.0744177,68.84840318,-22.11336994,-47.34202687,-1.153139629,-1.401498741,-1.597696554,-0.85031376,-38.59345167,-51.97586705,-43.06113707,-41.36720939,,20
1.0974,-24.75597429,-33.40292118,-31.32418674,-26.42959078,-31.36380289,-37.54555818,-29.82529339,80.77811786,97.34519521,61.92256922,-28.07275105,-51.43758545,-1.213228671,-1.4370525,-1.567844662,-0.893400902,-38.9933233,-52.11269478,-43.32251685,-41.71693071,,20
1.1032,-26.17006881,-31.38060932,-31.02021238,-26.25816087,-31.03222538,-37.54706321,-40.42709623,70.48533656,98.78219595,56.62343628,-32.87372189,-52.64568485,-1.279853817,-1.482351686,-1.515521061,-0.923638244,-39.01757477,-52.19434187,-43.88106561,-42.00744264,,20
1.109,-27.83342086,-29.97126386,-30.50329601,-26.11776536,-30.59688293,-37.33397801,-49.88830225,59.76767999,98.80505952,50.05496813,-38.69108798,-52.21998021,-1.337781406,-1.535710151,-1.49030987,-0.974121615,-39.27502495,-52.06845712,-44.27962873,-42.03192518,,20
1.1148,-29.94040373,-28.73521384,-30.01791094,-26.01561814,-30.31542797,-36.90693031,-56.72401171,49.3094996,96.4846858,44.25869269,-44.87477045,-52.5070895,-1.399114258,-1.558992378,-1.456084728,-0.985324234,-39.317708,-52.00484545,-44.92401185,-42.31192572,,20
1.1206,-32.28018049,-27.78445686,-29.49577482,-25.84633051,-30.21145102,-36.56961311,-60.49880283,38.35263688,92.45607583,39.41970577,-49.4439591,-54.99846429,-1.482056684,-1.585644956,-1.422040142,-1.002141065,-39.36487834,-51.86034318,-45.57990953,-42.32307885,,20
1.1264,-34.95373686,-27.19301755,-29.28463987,-25.55366277,-29.94417797,-36.75198607,-57.62404685,26.47735353,87.79662253,34.50695251,-52.35037288,-59.6215056,-1.544625938,-1.639316506,-1.416132033,-1.019921703,-39.45032392,-51.86073738,-46.37832783,-42.41623014,,20
1.1322,-37.33488258,-27.03909276,-29.04036087,-25.09577986,-29.51283402,-37.18084719,-47.70179522,16.14932352,83.3046389,29.90905717,-55.45429706,-56.94560628,-1.615779454,-1.689071388,-1.393643787,-1.034706883,-39.36072836,-52.12313695,-47.31427627,-42.92739954,,20
1.138,-38.34896139,-26.99008469,-29.01598383,-24.50099022,-28.91840279,-36.89826699,-27.53053556,7.497748485,78.75484864,24.32973276,-58.12194664,-58.63615721,-1.710813072,-1.722092189,-1.368838345,-1.036802577,-39.43084633,-52.30584203,-48.150908,-42.95694142,,20
1.1438,-37.5646094,-26.92377861,-29.06912642,-23.99875339,-28.17792151,-37.54947095,-11.31069395,-1.658577341,74.35658988,17.57538946,-61.80888447,-57.90111294,-1.799598745,-1.752186611,-1.330130102,-1.040976231,-39.21961821,-52.63247555,-49.35295264,-43.4109192,,20
1.1496,-35.78077738,-27.2877561,-29.18719049,-23.47187344,-27.38986072,-37.62339901,-1.829651447,-11.34112414,71.37963284,11.38875527,-65.85592565,-55.46984643,-1.889941387,-1.765504878,-1.274380533,-1.034732109,-39.00800733,-53.01406937,-50.42521411,-43.741527,,20
1.1554,-33.7826911,-27.82029182,-29.30592397,-22.9855825,-26.45186129,-37.57724499,1.381538029,-16.24632683,69.45144318,4.0136875,-71.42607017,-50.74084644,-1.937691023,-1.83145968,-1.26228097,-1.056048746,-38.45394886,-53.66482171,-51.50902774,-44.06707479,,20
1.1612,-31.93076097,-28.31213272,-29.32909274,-22.33681736,-25.49574236,-37.38903827,-1.199017844,-20.31965334,69.3210694,-3.791780402,-78.92877343,-47.39791432,-1.876989554,-1.901811191,-1.259648047,-1.078195996,-37.76113499,-54.09686449,-52.40340838,-44.383573,,20
1.167,-30.46119012,-28.56996086,-28.84001578,-21.9609877,-24.89022499,-36.88385454,-6.901792982,-22.51184877,70.78901472,-13.49555749,-88.01367547,-43.18827871,-1.853927878,-1.957154584,-1.253568399,-1.098089378,-37.61809196,-54.38138587,-53.29618117,-44.55494092,,20
1.1728,-29.1234245,-28.64497955,-27.93885583,-21.76779758,-24.50840266,-36.35480394,-15.08484075,-24.30426198,69.60417773,-22.39265293,-96.55309785,-41.09891822,-1.798486867,-1.990468528,-1.263348587,-1.109860627,-37.52017213,-54.75386691,-54.1820109,-44.97163868,,20
1.1786,-28.17537819,-28.65271373,-27.09915077,-21.60886246,-24.15760482,-35.76618888,-25.99780113,-27.26725467,65.5682265,-32.53398965,-104.9954936,-38.2189363,-1.755587919,-2.004142267,-1.277936746,-1.127443193,-37.57833571,-55.08430044,-54.71736687,-45.04589934,,20
1.1844,-27.54667813,-28.79153097,-26.451043,-21.93285997,-23.92087352,-35.11845431,-37.3215752,-30.11778111,60.83334911,-42.09252318,-114.5317804,-36.20296632,-1.701573004,-2.050654466,-1.335222235,-1.167537999,-37.79093829,-55.57379473,-55.2366348,-45.56354047,,20
1.1902,-27.06544714,-28.71059274,-25.85005476,-22.27709502,-23.93463425,-34.16376458,-50.37861714,-29.88127469,56.14288615,-49.33351675,-124.5323537,-32.94912262,-1.670468058,-2.071498697,-1.3656641,-1.177121656,-37.48867293,-55.92520962,-55.59818945,-45.79353103,,20
1.196,-26.76391993,-28.35111713,-25.26064254,-22.5166508,-24.23377443,-32.88677939,-66.0147166,-31.63633779,50.92594107,-55.34333415,-133.0718115,-34.52662515,-1.63581325,-2.128462128,-1.419854438,-1.215305795,-37.76255443,-56.1204442,-55.78927724,-45.8071235,,20
1.2018,-26.9360645,-28.03541464,-24.77051133,-22.6741841,-24.54147494,-31.97744857,-85.20637027,-33.60966172,45.97761193,-62.69850037,-140.9190127,-37.75955463,-1.596204671,-2.164812697,-1.495854236,-1.245630681,-38.05121315,-56.07460726,-56.09384389,-46.09106371,,20
1.2076,-27.74198121,-27.3287891,-24.13844021,-23.16688497,-24.99590481,-31.51225668,-106.600937,-35.00163423,40.98520289,-68.94727549,-148.3509,-41.26918743,-1.576490718,-2.171850867,-1.572270623,-1.273867231,-38.24561139,-55.94487255,-56.29592198,-46.17107204,,20
1.2134,-29.19104666,-26.57306401,-23.55205309,-23.5202055,-25.43394558,-31.1199856,-128.5493073,-39.63983301,34.57588613,-73.57777417,-154.9134083,-42.18188561,-1.541505903,-2.193320164,-1.675284684,-1.315225741,-38.44245053,-55.63558823,-56.26781641,-46.33053566,,20
1.2192,-30.86235946,-25.80438551,-23.08056543,-23.79151888,-25.96681239,-30.54607429,-151.8920864,-45.35373104,27.87505586,-77.7944462,-160.9803575,-43.98831829,-1.516862605,-2.18419192,-1.782822013,-1.337992004,-38.61835716,-55.43029289,-56.59820845,-46.40751104,,20
1.225,-32.38905036,-25.32380254,-22.70135325,-23.90763781,-26.53826273,-29.60638587,-175.7765474,-52.12135268,21.26176612,-82.29843816,-165.5950721,-46.48358033,-1.502570367,-2.169123459,-1.908813239,-1.36811037,-38.83501727,-55.12524471,-56.68262834,-46.46450827,,20
1.2308,-33.10515171,-24.84591834,-22.35565453,-24.15140173,-26.84432737,-28.79285355,157.9969016,-59.64000189,14.4685987,-87.40655064,-170.1936412,-49.98104705,-1.459698405,-2.161351341,-2.041693012,-1.380026821,-38.74023312,-55.1010667,-57.03446357,-46.59186354,,20
1.2366,-32.88264949,-24.50906762,-22.06509401,-24.36159304,-27.29786637,-28.25630919,131.9808971,-67.63510522,8.191280175,-90.86028809,-175.8594521,-55.47155417,-1.456628762,-2.154144013,-2.173515023,-1.374776228,-39.1097686,-54.79090019,-57.36000096,-46.50408927,,20
1.2424,-32.28998277,-24.25310616,-21.80637493,-24.41134291,-27.94881738,-27.88759231,109.5470079,-75.99257778,1.403993121,-94.19841471,179.2404388,-60.88428236,-1.446001085,-2.155398883,-2.354771874,-1.398461107,-39.52137608,-54.67992734,-57.76554596,-46.60245882,,20
1.2482,-31.1162282,-24.14029861,-21.58363909,-24.32868849,-28.52350448,-27.6176732,92.86766462,-85.55145588,-5.156357905,-98.24603375,175.1125421,-66.2682983,-1.439507484,-2.168496149,-2.535078553,-1.397298367,-39.55824191,-54.84124178,-58.25777527,-46.64261276,,20
1.254,-29.8329669,-24.19728291,-21.37081531,-24.22935138,-29.00570092,-27.49701063,78.92238458,-94.6829338,-11.97222798,-103.055697,170.9364375,-72.8822743,-1.451749345,-2.188019573,-2.707179871,-1.384595943,-39.98795143,-54.99112876,-58.88497451,-46.76238022,,20
1.2598,-28.54861248,-24.3410108,-21.22391571,-24.07263838,-29.77270361,-27.63392017,68.21314383,-103.3380229,-18.67390892,-108.1748602,166.9898217,-78.29655602,-1.466332063,-2.196737434,-2.888047028,-1.362957232,-40.61312832,-55.33330006,-59.7058316,-46.99509044,,20
1.2656,-27.14309327,-24.61053527,-21.10735148,-24.0016195,-30.48104839,-27.86153584,58.23770423,-112.7081895,-25.4884986,-113.832365,165.0142385,-83.1921588,-1.474708556,-2.221540527,-3.073912078,-1.331833095,-41.04713189,-55.85645905,-60.28636772,-47.19760214,,20
1.2714,-25.82567731,-25.11241104,-21.00668958,-23.8054846,-31.04400283,-28.23658481,47.98480305,-122.300256,-32.63772985,-119.4573631,162.8111496,-87.64378407,-1.485335502,-2.303555119,-3.271002984,-1.311852285,-41.49176011,-56.38084128,-60.85760435,-47.31746448,,20
1.2772,-24.63163969,-25.8362166,-20.97919479,-23.52888976,-31.66790993,-28.8332404,38.20857807,-130.4302559,-40.60630896,-127.6914513,161.2920391,-91.27101627,-1.521683622,-2.365059343,-3.451886932,-1.286243903,-41.93648284,-57.03595494,-61.43035111,-47.58979853,,20
1.283,-23.4577848,-26.59877045,-21.17640083,-23.48644012,-32.15796269,-29.43799431,28.53717933,-137.2996523,-48.35425327,-136.45795,160.1593433,-92.2009533,-1.547323042,-2.449691448,-3.616031523,-1.256957064,-42.49580628,-57.64544891,-61.62752203,-47.96377595,,20
1.2888,-22.26313307,-27.25805763,-21.62222725,-23.69578237,-32.62493792,-29.88177882,17.86953035,-142.5011065,-55.50351105,-146.6882766,157.5761651,-92.90159682,-1.57365428,-2.530700934,-3.780330253,-1.246082033,-42.79702725,-58.49197274,-61.31038694,-48.25999049,,20
1.2946,-21.38354701,-27.9646134,-22.12471979,-24.15485174,-33.51958157,-30.3497196,4.995211535,-148.6372996,-60.72159615,-155.6988346,156.1645785,-91.54799921,-1.569290779,-2.611222888,-3.95883225,-1.217703473,-43.28264503,-59.18682945,-61.47833036,-48.59913733,,20
1.3004,-20.8841064,-28.54875175,-22.59522998,-24.52685577,-34.17796689,-30.55595424,-7.638140804,-153.5091795,-65.96751121,-164.5287273,160.9236202,-90.43039083,-1.590153973,-2.695897275,-4.150843507,-1.212005748,-43.62886095,-59.84061821,-61.05197034,-49.0264457,,20
1.3062,-20.75718311,-29.27301911,-23.1675731,-24.91540725,-33.91675217,-30.91174267,-20.10375427,-158.5497416,-70.31083677,-175.511713,163.3478989,-88.67463568,-1.610238586,-2.747317492,-4.273237313,-1.201051983,-43.91064096,-60.64851542,-59.89588817,-49.49188266,,20
1.312,-20.76478632,-29.88618009,-23.80232383,-25.89046488,-33.50144823,-31.10415746,-30.65787739,-163.3520172,-71.66440417,173.007089,161.8673653,-85.56610816,-1.622675052,-2.817630633,-4.258467137,-1.208008559,-44.18534812,-61.32773553,-58.45849764,-49.8105996,,20
1.3178,-20.93926503,-30.28707845,-23.97096422,-27.1241975,-33.19806335,-30.97669217,-40.80722209,-166.9980397,-73.11594346,163.773523,157.582048,-80.89362508,-1.62184832,-2.850759327,-4.194352057,-1.207586882,-44.46112358,-62.05715679,-57.31090147,-50.37496302,,20
1.3236,-21.1495024,-30.41798531,-24.2261525,-28.1897417,-33.17524671,-30.36202188,-50.54285635,-173.0166382,-74.84444428,155.6806639,150.9884727,-77.80301509,-1.648186369,-2.866768202,-4.054862627,-1.202025607,-44.62566005,-62.50214072,-56.05554627,-50.62683628,,20
1.3294,-21.51927682,-30.99278114,-24.37492742,-29.43987028,-33.71934968,-29.83428851,-59.20294022,178.4708924,-76.02085551,145.0090828,144.9727292,-77.6786303,-1.641530583,-2.870787309,-3.899639829,-1.207829099,-44.72652362,-62.86713987,-55.17468738,-51.02251644,,20
1.3352,-21.98858084,-31.53648117,-24.35710246,-31.08344071,-34.20639222,-29.53508452,-67.72297779,170.164532,-77.26999246,135.090084,139.6358984,-77.19763945,-1.631290341,-2.822309175,-3.72631898,-1.225353991,-44.57436366,-63.5640798,-54.64427682,-51.50759268,,20
1.341,-22.53773472,-32.70856992,-24.39515006,-32.88995708,-34.94959216,-29.11989626,-74.8232292,160.0475553,-78.54387342,126.4847684,135.6757265,-75.81797375,-1.596909599,-2.779172236,-3.522890381,-1.215892293,-44.69478624,-63.95482594,-54.2428263,-51.94567466,,20
1.3468,-23.20961839,-33.72038072,-24.32641963,-34.98023985,-35.29826079,-28.35194204,-81.04564683,153.800164,-78.77586031,113.8618089,129.6938834,-75.25393814,-1.587361,-2.751248445,-3.359886921,-1.231389112,-44.70003993,-64.61826318,-53.97293562,-51.98013217,,20
1.3526,-23.91685246,-34.83074935,-24.01647084,-38.57110346,-36.60823226,-27.8068759,-85.68962846,141.290347,-79.54030235,100.1957553,118.8446999,-76.98356118,-1.563065095,-2.687562707,-3.235383676,-1.229262125,-44.77295973,-64.78772112,-54.26551194,-52.33365186,,20
1.3584,-24.42513776,-37.08768887,-23.54759499,-44.37761855,-39.08216101,-27.38010066,-88.73857287,126.1444759,-81.22589159,89.30659814,113.8513201,-77.25051919,-1.55121604,-2.66815891,-3.142584991,-1.240916116,-45.06751595,-65.037352,-54.23765363,-52.65973097,,20
1.3642,-24.80591135,-40.14195298,-23.11112736,-57.95955684,-41.44809348,-26.68731914,-92.11008427,114.0093595,-84.83573125,89.67080137,113.4515732,-78.61210066,-1.538516358,-2.614413288,-3.045787354,-1.23799482,-45.21702972,-65.55902041,-54.35018618,-53.2931976,,20
1.37,-24.9940609,-44.71747366,-22.72008784,-49.90214284,-44.49582854,-26.01800423,-95.41586758,83.11556712,-88.26039024,-137.3901937,117.7309279,-81.36145009,-1.518099161,-2.572814293,-2.948606867,-1.237263005,-45.76924626,-65.74373638,-54.38235972,-53.49020279,,20
1.3758,-25.32245766,-52.26695526,-22.48379728,-44.98735586,-48.0171144,-25.3841751,-99.39219699,-2.839890067,-92.89950738,-149.9940746,137.9225345,-85.18268352,-1.514185045,-2.553401815,-2.822164718,-1.255331933,-46.24484139,-66.16063144,-54.92773107,-54.07330668,,20
1.3816,-25.60445434,-46.24065869,-22.22921029,-42.96531812,-48.40266046,-24.92844557,-103.2613539,-77.59586644,-96.1115132,-157.0264059,168.9621792,-88.56883765,-1.52551376,-2.514341382,-2.709523386,-1.240843467,-46.92399234,-66.45600475,-55.4280045,-54.4343237,,20
1.3874,-25.8068513,-41.95066156,-21.95012407,-41.54453689,-45.98044443,-24.63500695,-106.9150949,-97.49620552,-100.1500978,-168.8756478,-168.882905,-93.4572133,-1.517444204,-2.525219347,-2.64873776,-1.278298606,-47.34595265,-66.78953351,-56.24171239,-54.88946922,,20
1.3932,-25.93746938,-39.04233273,-21.59207719,-40.65890138,-43.1759342,-24.35211501,-109.9199905,-109.748456,-104.5296432,173.0839666,-163.4546856,-97.34801463,-1.523575358,-2.517902615,-2.575099477,-1.284424232,-47.97201064,-67.27126147,-57.22035933,-55.53229182,,20
1.399,-25.94725287,-37.18107596,-21.33320985,-40.84206571,-41.52539335,-24.23981852,-114.5279929,-119.1804629,-109.5461739,145.4168574,-162.4558681,-102.4881919,-1.50939618,-2.508055221,-2.494731283,-1.305917445,-48.35192125,-67.098585,-57.6404897,-55.64259314,,20
1.4048,-25.87400497,-36.12655136,-21.07026353,-41.74101067,-39.82915618,-24.30303034,-119.5483339,-129.8156594,-115.36805,106.5017954,-165.2926962,-107.400239,-1.479934881,-2.501123443,-2.425250761,-1.338073518,-48.87413913,-67.44294267,-58.77625483,-56.4459847,,20
1.4106,-25.83380408,-35.21802721,-20.91659068,-43.56302627,-39.2408073,-24.50003181,-126.3212065,-140.4055827,-121.2293861,59.3913431,-170.0563288,-110.784974,-1.466300921,-2.472557626,-2.364417901,-1.373095814,-49.49387545,-67.73617979,-59.70072197,-56.61183232,,20
1.4164,-25.94458605,-34.9961175,-20.93626301,-43.47091659,-38.24436484,-24.68890939,-134.2848418,-147.1857477,-128.1021982,23.45504892,-175.3251939,-113.9171275,-1.445417258,-2.478155685,-2.324393086,-1.412026377,-50.23948775,-68.30092066,-60.75572095,-57.0651599,,20
1.4222,-26.30772449,-34.49306856,-20.99179843,-42.19230321,-37.96546377,-24.92740175,-142.8781499,-153.3378757,-134.2783595,-4.851415879,178.9308957,-117.3196641,-1.449448934,-2.484914214,-2.26708367,-1.431526806,-50.98560528,-68.67195458,-61.7807307,-57.5838292,,20
1.428,-26.71022343,-34.09191653,-21.23629997,-40.58251805,-37.9540197,-25.31147426,-150.5096858,-158.1709243,-140.5242039,-14.36214978,174.2437462,-118.1899563,-1.466627186,-2.50773627,-2.18352365,-1.44977333,-51.64688201,-69.100969,-62.75223612,-57.76047612,,20
1.4338,-27.02305707,-33.50793498,-21.64673942,-38.42731406,-37.81744266,-25.5769679,-157.6249052,-165.0524973,-145.9399159,-22.75965836,168.8889949,-119.655318,-1.455253325,-2.46530316,-2.089472075,-1.450546974,-52.31251669,-69.5828546,-63.96589654,-58.27901372,,20
1.4396,-27.31925703,-33.42482327,-22.04775563,-36.089123,-37.84434071,-25.75197373,-166.6206832,-170.7076566,-150.5007875,-31.12293796,159.3846115,-118.9693793,-1.502571534,-2.430519473,-2.027942601,-1.447299075,-52.81414214,-70.03844065,-65.18091716,-58.50800674,,20
1.4454,-27.77568913,-33.17516889,-22.53567508,-33.94113932,-39.03595438,-25.71387978,-175.3282472,-176.5277357,-154.4783642,-40.57022086,152.039484,-118.6938878,-1.525286401,-2.426932225,-2.0004432,-1.467354211,-53.51300568,-70.80251354,-66.58280189,-59.07905204,,20
1.4512,-28.24127133,-33.08947671,-23.02085554,-32.0384058,-40.29290686,-25.66877949,175.8990149,178.8151262,-157.0913414,-50.72244188,147.3038315,-118.8677573,-1.578480183,-2.419409413,-1.974710135,-1.47292375,-53.64352783,-71.39475011,-67.87320381,-59.43753527,,20
1.457,-28.60637451,-32.66662344,-23.38750193,-30.66174204,-42.1118961,-25.53535926,167.2592431,176.477161,-157.8060557,-62.6131022,141.3886864,-118.1256098,-1.638453857,-2.382821625,-1.927682831,-1.475903883,-54.06246765,-71.76563963,-68.84605966,-59.62890679,,20
1.4628,-28.90734303,-32.09758809,-23.61797626,-29.71479476,-45.49659697,-25.2458312,159.0398235,171.2255029,-158.322797,-72.30218282,139.2645518,-118.3804431,-1.659742898,-2.358605405,-1.913011407,-1.477078314,-54.22986301,-72.82391877,-70.37143563,-60.21218634,,20
1.4686,-29.00063992,-31.63559371,-23.48700924,-28.65742692,-50.32682822,-24.98207078,151.0335281,163.9914086,-158.4103858,-81.27888022,153.509678,-119.6150687,-1.727049972,-2.3412523,-1.898311648,-1.461639669,-54.43824396,-73.36492946,-71.44485133,-60.55048151,,20
1.4744,-28.7782385,-31.12980062,-23.26624854,-27.88064871,-53.24940173,-24.69517589,142.9962344,161.6075843,-160.140388,-91.27575286,-154.3439238,-121.1898392,-1.782409343,-2.374805039,-1.957476244,-1.502668027,-54.98197965,-74.25130925,-72.74363303,-60.88417469,,20
